wallstreetcn-quick | 华尔街见闻
1. 下游需求显著回暖，多家铜箔企业订单饱满 [URL:https://wallstreetcn.com/livenews/2995414]
2. 美国参议院批准一项措施，旨在结束（总统特朗普）针对巴西商品的关税。 [URL:https://wallstreetcn.com/livenews/2995412]
3. 经济日报：让市场更有效，让政府更有为 [URL:https://wallstreetcn.com/livenews/2995408]
4. 三季度股债跷跷板效应显著，公募规模排位赛格局悄然生变 [URL:https://wallstreetcn.com/livenews/2995406]
5. 险资年内举牌31次创新高 [URL:https://wallstreetcn.com/livenews/2995405]
6. SK海力士利润创纪录，AI繁荣提振芯片需求，准备供应HBM4 [URL:https://wallstreetcn.com/livenews/2995404]
7. 提醒：日内请重点关注（以下均为北京时间） [URL:https://wallstreetcn.com/livenews/2995403]
8. 美X-59静音超音速验证机首次试飞 [URL:https://wallstreetcn.com/livenews/2995402]
9. 周三（10月29日）亚太盘初，美国三大股指期货均涨超0.1%，美国总统特朗普即将到访韩国，美联储即将发布利率决议。 [URL:https://wallstreetcn.com/livenews/2995401]
10. 积极看好权益市场，公募股票仓位集体攀升 [URL:https://wallstreetcn.com/livenews/2995400]
11. 3000余家A股公司三季报“交卷”，科技创新加速转化为业绩增长引擎 [URL:https://wallstreetcn.com/livenews/2995398]
12. 创新+出海，生物医药企业三季报亮点多 [URL:https://wallstreetcn.com/livenews/2995397]
13. ETF“霸屏”榜单前十，公募三季度盈利2万亿元 [URL:https://wallstreetcn.com/livenews/2995396]
14. 公募规模突破36万亿元 [URL:https://wallstreetcn.com/livenews/2995395]
15. 宁德时代重返头号重仓股“宝座”，AI标的晋升公募持仓“新贵” [URL:https://wallstreetcn.com/livenews/2995394]
16. 纽约金5分钟内下跌19.39美元/盎司，报3951.9美元/盎司。 [URL:https://wallstreetcn.com/livenews/2995393]
17. 数字人民币试点地区累计交易金额达14.2万亿元 [URL:https://wallstreetcn.com/livenews/2995392]
18. 日产汽车将停止在墨西哥与梅赛德斯的合资工厂生产（汽车）。（日经新闻） [URL:https://wallstreetcn.com/livenews/2995391]
19. 美参议院少数党领袖：政府“停摆”可能持续至11月 [URL:https://wallstreetcn.com/livenews/2995390]
20. 提醒：新西兰联储建议联储主席Hawkesby在（惠灵顿）当地时间17:05讲话。 [URL:https://wallstreetcn.com/livenews/2995388]
21. 委内瑞拉宣布特多总理为该国“不受欢迎人物” [URL:https://wallstreetcn.com/livenews/2995387]
22. 马斯克旗下AI驱动的维基百科竞品历经坎坷后正式上线 [URL:https://wallstreetcn.com/livenews/2995385]
23. 布油基金收跌约2.1%，和地产ETF领跌美股大类资产类ETF，大豆基金涨超0.9% [URL:https://wallstreetcn.com/livenews/2995384]
24. 富时A50期指连续夜盘收涨0.39%，报15691点。 [URL:https://wallstreetcn.com/livenews/2995380]
25. 波音公司执行副总裁Steve Parker表示，公司正评估简化工厂运营的事宜。 某些参与（军工部门）罢工的工人可能会被撤换。 在某些岗位上，将加强采用第三方支持（人力外包）的方式。 [URL:https://wallstreetcn.com/livenews/2995379]
26. 阿根廷MERVAL指数收涨5.50%，报266.8万点。 [URL:https://wallstreetcn.com/livenews/2995376]
27. 周二（10月28日）纽约尾盘（周三北京时间04:59），离岸人民币（CNH）兑美元报7.0960元，较周一纽约尾盘涨133点，日内整体交投于7.1094-7.0916元区间。 [URL:https://wallstreetcn.com/livenews/2995375]
28. 周二（10月28日）纽约尾盘，标普500股指期货最终涨0.28%，道指期货涨0.34%，纳斯达克100股指期货涨0.79%。 罗素2000股指期货跌0.62%。 [URL:https://wallstreetcn.com/livenews/2995374]
29. 周二（10月28日）纽约尾盘，CME比特币期货BTC主力合约较周一纽约尾盘跌1.94%，至11.3万美元下方，北京时间03:00过后，从11.5万美元下挫至11.25万美元下方。 CME以太币期货DCR主力合约跌5.03%，报3987美元，全天处于下跌状态，02:15之前微跌并持稳于4150美元附近、之后显著走低。 [URL:https://wallstreetcn.com/livenews/2995373]
30. 智利央行维持关键利率在4.75%不变，符合预期。 [URL:https://wallstreetcn.com/livenews/2995372]

